Whisky Name,Link,Tags,Nose Score,Nose Comment,Taste Score,Taste Comment,Finish Score,Finish Comment,document_text
Laphroaig1976,https://www.whiskybase.com/whiskies/whisky/4517/laphroaig-1976,,,"Nose: Fresh and maritime, smoke, vanilla, citrus fruit.",,Palate: A strong medicinal attack gives way to sweetness and saltiness\nwith vanilla and lemon. Adding water adds some bitterness.,,"Finish: Long, smoky and a bit salty.","위스키 이름: Laphroaig1976

향(Nose): Nose: Fresh and maritime, smoke, vanilla, citrus fruit.

맛(Taste): Palate: A strong medicinal attack gives way to sweetness and saltiness\nwith vanilla and lemon. Adding water adds some bitterness.

피니쉬(Finish): Finish: Long, smoky and a bit salty."
Highland Park1959,https://www.whiskybase.com/whiskies/whisky/21729/highland-park-1959,Leafy,94.0,"Strawberries, jam, heather, honey, some fresh mint leaves, vanilla cream, so so lovely. Definitely one to nose for hours. Oranges. White chocolate. Its hard to say, but I thought this was one of the best noses i've ever smelled, thus the 98. Might need to readjust as I try more whisky, but will keep for now!",92.0,"creamy, spicy, nice teak oil, some of the minty-ness comes in. Unfortunately there is OBE but it's not the worse i've experienced and doesn't detract from the overall experience. The berries come in, some strawberry. Palate moves into some peat notes, very mild.\nAfter a week open, OBE notes have faded significantly and more bitter espresso dark chocolate notes. A lot more medicinal and woody, which is fantastic",92.0,"Woody, cinnamon, brine. Vanilla and honey on finish. Gets bitter, but then some sweet sherry undertones pop in. Pretty long finish, vanilla, mint","위스키 이름: Highland Park1959
태그: Leafy

향(Nose) [점수: 94.0]: Strawberries, jam, heather, honey, some fresh mint leaves, vanilla cream, so so lovely. Definitely one to nose for hours. Oranges. White chocolate. Its hard to say, but I thought this was one of the best noses i've ever smelled, thus the 98. Might need to readjust as I try more whisky, but will keep for now!

맛(Taste) [점수: 92.0]: creamy, spicy, nice teak oil, some of the minty-ness comes in. Unfortunately there is OBE but it's not the worse i've experienced and doesn't detract from the overall experience. The berries come in, some strawberry. Palate moves into some peat notes, very mild.\nAfter a week open, OBE notes have faded significantly and more bitter espresso dark chocolate notes. A lot more medicinal and woody, which is fantastic

피니쉬(Finish) [점수: 92.0]: Woody, cinnamon, brine. Vanilla and honey on finish. Gets bitter, but then some sweet sherry undertones pop in. Pretty long finish, vanilla, mint"
Speyside Region1973 TWA,https://www.whiskybase.com/whiskies/whisky/110350/speyside-region-1973-twa,"Citric,Honey,Dried Fruit,Fresh Fruit,New Wood,Cooked Fruit,Malt Extract,Oily,Solvent,Yeasty,Chocolate,Hay-like,Nutty,Smokey,Vanilla",,"First impression after pouring: Wow - very direct, very open, very intense exotic and at the same time pleasantly spicy.\nSweet-sourish fruitiness, lime, perfectly ripe pineapple and yellow kiwi, overripe but not yet fermenting mango, buttery papaya, a hint of greasy avocado, vanilla coconut cream, lokum (Turkish delight), maple syrup, white inner grapefruit skin, very noticeable Cinnamon and a delicate hint of clove, beeswax, birch sap, orange blossom, orange oil",,"fine tingling on the tongue, fine oak, ginger, mint, cinnamon, pepper, citrus oil, the tannins are there - but they are very tame by age, tobacco, vanilla, the fruit from the nose and overripe banana, Juicy Fruit chewing gum, - It is fruity, slightly peppery without sprit and pleasantly spicy - very mouthwash - with the second tiny sip he is even more intense - he is on the palate similar dynamic as in the nose - much to discover and very intense",,"Remnants of fruitiness sound, chilli, pepper, ginger, tobacco, mint and a complex citrus freshness are tied to a wax film very long on the tongue - even after minutes still easily noticeable","위스키 이름: Speyside Region1973 TWA
태그: Citric,Honey,Dried Fruit,Fresh Fruit,New Wood,Cooked Fruit,Malt Extract,Oily,Solvent,Yeasty,Chocolate,Hay-like,Nutty,Smokey,Vanilla

향(Nose): First impression after pouring: Wow - very direct, very open, very intense exotic and at the same time pleasantly spicy.\nSweet-sourish fruitiness, lime, perfectly ripe pineapple and yellow kiwi, overripe but not yet fermenting mango, buttery papaya, a hint of greasy avocado, vanilla coconut cream, lokum (Turkish delight), maple syrup, white inner grapefruit skin, very noticeable Cinnamon and a delicate hint of clove, beeswax, birch sap, orange blossom, orange oil

맛(Taste): fine tingling on the tongue, fine oak, ginger, mint, cinnamon, pepper, citrus oil, the tannins are there - but they are very tame by age, tobacco, vanilla, the fruit from the nose and overripe banana, Juicy Fruit chewing gum, - It is fruity, slightly peppery without sprit and pleasantly spicy - very mouthwash - with the second tiny sip he is even more intense - he is on the palate similar dynamic as in the nose - much to discover and very intense

피니쉬(Finish): Remnants of fruitiness sound, chilli, pepper, ginger, tobacco, mint and a complex citrus freshness are tied to a wax film very long on the tongue - even after minutes still easily noticeable"
Port Ellen1982 HL,https://www.whiskybase.com/whiskies/whisky/227725/port-ellen-1982-hl,Coal-gas,97.0,Sherry cask influence - rich fruit,98.0,"intense and expressive, fragrant tobacco, chocolate",99.0,"infinitely long, gentle tar with a delicate honey taste, black tea and chocolate almonds as an aftertaste.","위스키 이름: Port Ellen1982 HL
태그: Coal-gas

향(Nose) [점수: 97.0]: Sherry cask influence - rich fruit

맛(Taste) [점수: 98.0]: intense and expressive, fragrant tobacco, chocolate

피니쉬(Finish) [점수: 99.0]: infinitely long, gentle tar with a delicate honey taste, black tea and chocolate almonds as an aftertaste."
Glen Ord1975 JW,https://www.whiskybase.com/whiskies/whisky/99282/glen-ord-1975-jw,,94.0,"The whole room smells of pine resin, pineapple and ripe, freshly cut pears, a touch of Earl Gray bergamot and oolong tea with orange blossom. Balanced yet strongly aromatic.",93.0,"A veritable fruit supernova with clear light wood juice initially, but immediately it becomes supple and sweet. Quince and ripe grapefruit are added to the fruit basket and a few drops of high-quality vegetable oil.",91.0,"The age of this Bourbon Cask-Kings shows in gracefully long finish, thunder weather, which lingers long with its mouth-watering fruit flavors.","위스키 이름: Glen Ord1975 JW

향(Nose) [점수: 94.0]: The whole room smells of pine resin, pineapple and ripe, freshly cut pears, a touch of Earl Gray bergamot and oolong tea with orange blossom. Balanced yet strongly aromatic.

맛(Taste) [점수: 93.0]: A veritable fruit supernova with clear light wood juice initially, but immediately it becomes supple and sweet. Quince and ripe grapefruit are added to the fruit basket and a few drops of high-quality vegetable oil.

피니쉬(Finish) [점수: 91.0]: The age of this Bourbon Cask-Kings shows in gracefully long finish, thunder weather, which lingers long with its mouth-watering fruit flavors."
Glendronach1992,https://www.whiskybase.com/whiskies/whisky/120021/glendronach-1992,"Chocolate,Citric,Honey,Husky",,"Thick and sticky, heavily sherries Christmas pudding enjoyed by a log fire in the study of an old Scottish country house. Soft smokiness with tobacco leaves and unrolled fine Cuban cigars. With time the fruity character of Glendronach strolls in with figs, dates and even a helping of creme brulee",,"Very powerful on arrival, lots of energy and vigor, not what you usually get from an older sherry cask. Seville orange marmalade with a little Terry's chocolate orange dark. Notes of old oak coming through but its restrained and not bitter.\nWith water cloves are there on the tip, notes of sour dough and an increase in woodiness becoming increasingly bitter.",,"Oaky, drying with braised beef, beef stew, steak and ale pie. Water emphasises the oak and brings out bitter notes.","위스키 이름: Glendronach1992
태그: Chocolate,Citric,Honey,Husky

향(Nose): Thick and sticky, heavily sherries Christmas pudding enjoyed by a log fire in the study of an old Scottish country house. Soft smokiness with tobacco leaves and unrolled fine Cuban cigars. With time the fruity character of Glendronach strolls in with figs, dates and even a helping of creme brulee

맛(Taste): Very powerful on arrival, lots of energy and vigor, not what you usually get from an older sherry cask. Seville orange marmalade with a little Terry's chocolate orange dark. Notes of old oak coming through but its restrained and not bitter.\nWith water cloves are there on the tip, notes of sour dough and an increase in woodiness becoming increasingly bitter.

피니쉬(Finish): Oaky, drying with braised beef, beef stew, steak and ale pie. Water emphasises the oak and brings out bitter notes."
Glen Grant1969 RWD,https://www.whiskybase.com/whiskies/whisky/19682/glen-grant-1969-rwd,Medicinal,,"I imagine dark silk developing in a warm room of an Italian Palazzo. Velvet pillows. A distinct sherry profile. Candied plum jam, dried tea rose, walnut jam, dark and warm raisins. Oak, the inside of the leather upholstery of an old chair that has just been roughly torn. Lacquer. With a drop of water, it became sharper, the sweet tones dropped lower.",,"From sweet prune jam, the taste goes to aggressive, bright varnish, oak, pepper, and a fireball-as if hot cotton candy was shoved into your mouth. The taste feels all the same tones as in the aroma. With a drop of water, the taste became sweeter, the high degree and the accompanying aggression receded.",,"A beautiful, velvety and noble aftertaste with notes of leather, the dryness of a tobacco leaf and the sweetness of prune jam. Amazing balance!","위스키 이름: Glen Grant1969 RWD
태그: Medicinal

향(Nose): I imagine dark silk developing in a warm room of an Italian Palazzo. Velvet pillows. A distinct sherry profile. Candied plum jam, dried tea rose, walnut jam, dark and warm raisins. Oak, the inside of the leather upholstery of an old chair that has just been roughly torn. Lacquer. With a drop of water, it became sharper, the sweet tones dropped lower.

맛(Taste): From sweet prune jam, the taste goes to aggressive, bright varnish, oak, pepper, and a fireball-as if hot cotton candy was shoved into your mouth. The taste feels all the same tones as in the aroma. With a drop of water, the taste became sweeter, the high degree and the accompanying aggression receded.

피니쉬(Finish): A beautiful, velvety and noble aftertaste with notes of leather, the dryness of a tobacco leaf and the sweetness of prune jam. Amazing balance!"
Macallan1976,https://www.whiskybase.com/whiskies/whisky/34941/macallan-1976,,,"For the Duty Free version.\nMalty center surrounded by an old cellar, orange peel and juice, scouring powder, rum raisins, resin coming out of the wood, some butter, marzipan soaked with old rum, Demarara sugar, coffee, wood bark, impressions of a glasshouse, hints of forest floor, oily workbench, motor oil, old cloth, phenolic hints, leather, some reed, gentlemen's room (leather armchair, cigars, humidor, ...), pralines, caramel",,"A little salt, hints of butter again, malty sweetness, resin, the old cellar is present, leathery wood with scouring powder, hints of rum, old Sherry casks without much Sherry, raisins, alcohol-nut cake, Demarara sugar in the background is playing with some subtle vanilla pod, fine cigar, workbench, polished wood, rustic impressions without being very massive, sparkling lemon juice, orange juice, grapefruit, dark chocolate, old burlap sacks, motors and motor oil, some honey, faint hints of French Brandy, some spicy herbs, very classy!",,"Old Sherry casks with slightly burnt wood (spices), later some salted vegetables, marzipan, wood, some resin, Demarara sugar, leather, honey, strong rum raisins, some fruit liquors, 'Nusswasser', aftertaste of cake with motoroil in a musty cellar, smoked leather (cigar), some butter again, getting dry.","위스키 이름: Macallan1976

향(Nose): For the Duty Free version.\nMalty center surrounded by an old cellar, orange peel and juice, scouring powder, rum raisins, resin coming out of the wood, some butter, marzipan soaked with old rum, Demarara sugar, coffee, wood bark, impressions of a glasshouse, hints of forest floor, oily workbench, motor oil, old cloth, phenolic hints, leather, some reed, gentlemen's room (leather armchair, cigars, humidor, ...), pralines, caramel

맛(Taste): A little salt, hints of butter again, malty sweetness, resin, the old cellar is present, leathery wood with scouring powder, hints of rum, old Sherry casks without much Sherry, raisins, alcohol-nut cake, Demarara sugar in the background is playing with some subtle vanilla pod, fine cigar, workbench, polished wood, rustic impressions without being very massive, sparkling lemon juice, orange juice, grapefruit, dark chocolate, old burlap sacks, motors and motor oil, some honey, faint hints of French Brandy, some spicy herbs, very classy!

피니쉬(Finish): Old Sherry casks with slightly burnt wood (spices), later some salted vegetables, marzipan, wood, some resin, Demarara sugar, leather, honey, strong rum raisins, some fruit liquors, 'Nusswasser', aftertaste of cake with motoroil in a musty cellar, smoked leather (cigar), some butter again, getting dry."
Highland Park1955 GM,https://www.whiskybase.com/whiskies/whisky/15061/highland-park-1955-gm,,,"Means an old Springbank. The basket of dried fruit, the exotic sweetness, the wax, the veil of smoke, the old wood, everything is there. Added notes of nuts, candied bitter orange peel, honey orange blossom, tiger balm ... It's simply superb greediness and complexity. Water subtly enhances peat.",,"Powerful, the attack is expressed on surprising notes of oregano, then the wood is expressed on spices (nutmeg), and menthol, eucalyptus, as often these old malts. Fruit too, with lots of candied orange, mandarin. The smoke, although discreet, is still there and, like the nose, is reinforced by the addition of a drop of water.",,"Medium in length, tannic, smoky and fruity, on orange, with a slightly sulphurous finish on black mushrooms.","위스키 이름: Highland Park1955 GM

향(Nose): Means an old Springbank. The basket of dried fruit, the exotic sweetness, the wax, the veil of smoke, the old wood, everything is there. Added notes of nuts, candied bitter orange peel, honey orange blossom, tiger balm ... It's simply superb greediness and complexity. Water subtly enhances peat.

맛(Taste): Powerful, the attack is expressed on surprising notes of oregano, then the wood is expressed on spices (nutmeg), and menthol, eucalyptus, as often these old malts. Fruit too, with lots of candied orange, mandarin. The smoke, although discreet, is still there and, like the nose, is reinforced by the addition of a drop of water.

피니쉬(Finish): Medium in length, tannic, smoky and fruity, on orange, with a slightly sulphurous finish on black mushrooms."
Ben Nevis1966,https://www.whiskybase.com/whiskies/whisky/56297/ben-nevis-1966,Solvent,,"Very sweet, tingling, marzipan, caramel, dark fruits, raisins covered in dark chocolate, brown cakes. Excellent.",,"Licorice - sticky, tingling and bold. Iodine, leather, Marc de Champagne chocolates, some salt and pepper. Very complex.",,"Long, creamy and soft finish with a slight bitterness.","위스키 이름: Ben Nevis1966
태그: Solvent

향(Nose): Very sweet, tingling, marzipan, caramel, dark fruits, raisins covered in dark chocolate, brown cakes. Excellent.

맛(Taste): Licorice - sticky, tingling and bold. Iodine, leather, Marc de Champagne chocolates, some salt and pepper. Very complex.

피니쉬(Finish): Long, creamy and soft finish with a slight bitterness."
Springbank30-year-old,https://www.whiskybase.com/whiskies/whisky/89639/springbank-30-year-old,,,"Deep, intense, woody, oaky, ripe fruits, hints of toffee, subtle sweetness, old books - very good!",,"Wow, thick, mellow, liquorice, nice oak wood in balance with good sweetness, citrus fruits - excellent!",,"Long and warm, not even zesty in the end","위스키 이름: Springbank30-year-old

향(Nose): Deep, intense, woody, oaky, ripe fruits, hints of toffee, subtle sweetness, old books - very good!

맛(Taste): Wow, thick, mellow, liquorice, nice oak wood in balance with good sweetness, citrus fruits - excellent!

피니쉬(Finish): Long and warm, not even zesty in the end"
Longmorn1969 GM,https://www.whiskybase.com/whiskies/whisky/3697/longmorn-1969-gm,"Chocolate,Solvent",92.0,"At the very beginning I have a slight peat in my nose, which later evaporates. Subtle fruit notes, rather reserved. He goes more in the ""dirty"", earthy direction, herbs like lovage, a little umami. The smell of a freshly opened sugar candy bowl. Sourdough bread, freshly baked and the sweetness of caramel.\nNo extreme nose, rather a bit shy ... but my experience tells me that these bottlings deliver even more in the mouth ...",93.0,"Hallelujah !!\nStart! Power! Everything that was previously hidden behind a curtain is now fully there.\nTogether with MARACUJA. Seldom had this special fruit on the palate. Paired with a herbal note, rather dried.",92.0,"In the finish, the passion fruit comes again, very long, very intense, the oak comes without any bitterness, green walnut and is dry at the end.","위스키 이름: Longmorn1969 GM
태그: Chocolate,Solvent

향(Nose) [점수: 92.0]: At the very beginning I have a slight peat in my nose, which later evaporates. Subtle fruit notes, rather reserved. He goes more in the ""dirty"", earthy direction, herbs like lovage, a little umami. The smell of a freshly opened sugar candy bowl. Sourdough bread, freshly baked and the sweetness of caramel.\nNo extreme nose, rather a bit shy ... but my experience tells me that these bottlings deliver even more in the mouth ...

맛(Taste) [점수: 93.0]: Hallelujah !!\nStart! Power! Everything that was previously hidden behind a curtain is now fully there.\nTogether with MARACUJA. Seldom had this special fruit on the palate. Paired with a herbal note, rather dried.

피니쉬(Finish) [점수: 92.0]: In the finish, the passion fruit comes again, very long, very intense, the oak comes without any bitterness, green walnut and is dry at the end."
Bowmore1971 Ses,https://www.whiskybase.com/whiskies/whisky/53113/bowmore-1971-ses,,91.0,"Very intense, powerful, dry peat and smoke, a bit leafy, green fruits, very little sweetness, meat and ham, hints of smoky bacon too, whiffs of toffee - quite complex - very good",90.0,"Punchy, oily, liquorice, fruity sweet, dried fruits, plums, prunes, much peat and some smoke, dry hay, little bonfire, old books, much old books, notes of sherry wood - not bad",92.0,"Long, burning, quite sweet aftertaste, more sherry wood","위스키 이름: Bowmore1971 Ses

향(Nose) [점수: 91.0]: Very intense, powerful, dry peat and smoke, a bit leafy, green fruits, very little sweetness, meat and ham, hints of smoky bacon too, whiffs of toffee - quite complex - very good

맛(Taste) [점수: 90.0]: Punchy, oily, liquorice, fruity sweet, dried fruits, plums, prunes, much peat and some smoke, dry hay, little bonfire, old books, much old books, notes of sherry wood - not bad

피니쉬(Finish) [점수: 92.0]: Long, burning, quite sweet aftertaste, more sherry wood"
Glen Grant1955 GM,https://www.whiskybase.com/whiskies/whisky/76484/glen-grant-1955-gm,,95.0,"Dried fruits galore, plums, figs, dates, prunes, hint of raisins, apricot, jam, tobacco, brown sugar, nutmeg, molasses, acacia honey, fine sherry wood, vanilla, pepper - superb!",94.0,"Oily, liquorice, acacia honey, tobacco, dried fruits, good sweetness, sherry wood, spices, herbs, little tannic, dark chocolate, cocoa, menthol, hint of eucalyptus - excellent!",94.0,"Long, warm, woody, spices, herbs, probably a tad bitter but not drying","위스키 이름: Glen Grant1955 GM

향(Nose) [점수: 95.0]: Dried fruits galore, plums, figs, dates, prunes, hint of raisins, apricot, jam, tobacco, brown sugar, nutmeg, molasses, acacia honey, fine sherry wood, vanilla, pepper - superb!

맛(Taste) [점수: 94.0]: Oily, liquorice, acacia honey, tobacco, dried fruits, good sweetness, sherry wood, spices, herbs, little tannic, dark chocolate, cocoa, menthol, hint of eucalyptus - excellent!

피니쉬(Finish) [점수: 94.0]: Long, warm, woody, spices, herbs, probably a tad bitter but not drying"
Linlithgow1973,https://www.whiskybase.com/whiskies/whisky/6366/linlithgow-1973,"Hay-like,Honey,Leafy,Malt Extract,Tobacco",93.0,"Honey, sweet nectar, tropical fruits, mango, passion fruit, pineapple, ripe bananas, fine notes of oak wood, little peppery, whiffs of vanilla - great!",90.0,"Wow, very punchy, oily, creamy, good sweetness and fruitiness, peppery and zesty, more on grapefruit, some oak wood, little leafy notes - very good",89.0,"Long, burning, a bit more leafy and probably even a tad bitter but not much","위스키 이름: Linlithgow1973
태그: Hay-like,Honey,Leafy,Malt Extract,Tobacco

향(Nose) [점수: 93.0]: Honey, sweet nectar, tropical fruits, mango, passion fruit, pineapple, ripe bananas, fine notes of oak wood, little peppery, whiffs of vanilla - great!

맛(Taste) [점수: 90.0]: Wow, very punchy, oily, creamy, good sweetness and fruitiness, peppery and zesty, more on grapefruit, some oak wood, little leafy notes - very good

피니쉬(Finish) [점수: 89.0]: Long, burning, a bit more leafy and probably even a tad bitter but not much"
Lagavulin12-year-old Pure Islay Malt,https://www.whiskybase.com/whiskies/whisky/38654/lagavulin-12-year-old-pure-islay-malt,"Sherried,Chocolate,Leathery,Medicinal,Nutty,Old Wood,Smokey,Toasted,Coal-gas,Dried Fruit,Kippery,New Wood,Oily,Sandy,Solvent,Tobacco,Yeasty",,"Open, dry, very juicy and bright notes of ash and peat, coal, lemon peel and mineral tones in the background, sweet creamy shades, toffee, dried fruit, chocolate.",,"Rich, airy, oak, peat, coal, toffee, dried fruit, chocolate, a little black pepper, leather goods.",,"Spicy, sweet-sour, slightly astringent, peat, ash, oak, chocolate, sweet creamy notes, boiled condensed milk, coffee, some sour berries, leather goods, shoe cream.","위스키 이름: Lagavulin12-year-old Pure Islay Malt
태그: Sherried,Chocolate,Leathery,Medicinal,Nutty,Old Wood,Smokey,Toasted,Coal-gas,Dried Fruit,Kippery,New Wood,Oily,Sandy,Solvent,Tobacco,Yeasty

향(Nose): Open, dry, very juicy and bright notes of ash and peat, coal, lemon peel and mineral tones in the background, sweet creamy shades, toffee, dried fruit, chocolate.

맛(Taste): Rich, airy, oak, peat, coal, toffee, dried fruit, chocolate, a little black pepper, leather goods.

피니쉬(Finish): Spicy, sweet-sour, slightly astringent, peat, ash, oak, chocolate, sweet creamy notes, boiled condensed milk, coffee, some sour berries, leather goods, shoe cream."
Strathisla1969 JW,https://www.whiskybase.com/whiskies/whisky/2138/strathisla-1969-jw,,,"What a genious nose! Fine sherry sweetness, a little bit fruity, complex, woody and oak flavours",,"oily, intensive sherry sweetness, complex, malty, a pleasant and full mouth feeling, woody and oak flavours",,"long, powerful, a long reverberation of the intensive sherry sweetness, malty, woody and oak flavours","위스키 이름: Strathisla1969 JW

향(Nose): What a genious nose! Fine sherry sweetness, a little bit fruity, complex, woody and oak flavours

맛(Taste): oily, intensive sherry sweetness, complex, malty, a pleasant and full mouth feeling, woody and oak flavours

피니쉬(Finish): long, powerful, a long reverberation of the intensive sherry sweetness, malty, woody and oak flavours"
Ardbeg10-year-old Guaranteed,https://www.whiskybase.com/whiskies/whisky/36883/ardbeg-10-year-old-guaranteed,"Chocolate,Fragant,Honey,Leafy,Leathery,Malt Extract,Medicinal,Mossy,Old Wood,Smokey,Toasted,Vanilla",,"Herbal, minty, eucalyptus, along with fishing boat and salty sea air. Honey, apricots. This is just wonderful. Very fresh.",,Very herbal. Chartreuse. Medicinal. Gentle peat. Also a bit weak and cardboardy.,,Short.,"위스키 이름: Ardbeg10-year-old Guaranteed
태그: Chocolate,Fragant,Honey,Leafy,Leathery,Malt Extract,Medicinal,Mossy,Old Wood,Smokey,Toasted,Vanilla

향(Nose): Herbal, minty, eucalyptus, along with fishing boat and salty sea air. Honey, apricots. This is just wonderful. Very fresh.

맛(Taste): Very herbal. Chartreuse. Medicinal. Gentle peat. Also a bit weak and cardboardy.

피니쉬(Finish): Short."
Port Ellen1982 MoS,https://www.whiskybase.com/whiskies/whisky/248099/port-ellen-1982-mos,,91.0,"Rather unspectacular, but not bad, it just takes some time. Something for adults. Deep flavors that want to be conquered.",92.0,"Strong, but very, very tasty.",92.0,"Still powerful in the finish, but a lot of fun. Salivation.","위스키 이름: Port Ellen1982 MoS

향(Nose) [점수: 91.0]: Rather unspectacular, but not bad, it just takes some time. Something for adults. Deep flavors that want to be conquered.

맛(Taste) [점수: 92.0]: Strong, but very, very tasty.

피니쉬(Finish) [점수: 92.0]: Still powerful in the finish, but a lot of fun. Salivation."
Highland Park1971,https://www.whiskybase.com/whiskies/whisky/32294/highland-park-1971,,97.0,"Absolutely fantastic nose, by far the best quality of the whisky. Dried fruits and oak dominate; the lack of peat isn't terribly surprising given its age but still a little disappointing.",85.0,"Fruits again (cherries?), some sweetness from the Oloroso casks. This is where the total lack of peat is the most unfortunate. I know peat diminishes with age but even the 30 year still has a decent amount left. Taste has virtually none of the characteristics of a typical HP you'd expect. If you're thinking this is a more refined 30 or 25 year, it's not. As you can tell, I struggled quite a bit with this; it has wonderful complexity and depth but the difference from what I expected to what I got was tough to overcome. As I said above, it's basically an old GlenDronach.",83.0,"Very dry, which is surprising considering it's Oloroso; you'd think just from the finish that it was matured in PX. Definitely the least impressive part of the whisky. The finish lingers, but it's not exactly pleasant. The finish is the only time I even got some smoke, but still no peat.","위스키 이름: Highland Park1971

향(Nose) [점수: 97.0]: Absolutely fantastic nose, by far the best quality of the whisky. Dried fruits and oak dominate; the lack of peat isn't terribly surprising given its age but still a little disappointing.

맛(Taste) [점수: 85.0]: Fruits again (cherries?), some sweetness from the Oloroso casks. This is where the total lack of peat is the most unfortunate. I know peat diminishes with age but even the 30 year still has a decent amount left. Taste has virtually none of the characteristics of a typical HP you'd expect. If you're thinking this is a more refined 30 or 25 year, it's not. As you can tell, I struggled quite a bit with this; it has wonderful complexity and depth but the difference from what I expected to what I got was tough to overcome. As I said above, it's basically an old GlenDronach.

피니쉬(Finish) [점수: 83.0]: Very dry, which is surprising considering it's Oloroso; you'd think just from the finish that it was matured in PX. Definitely the least impressive part of the whisky. The finish lingers, but it's not exactly pleasant. The finish is the only time I even got some smoke, but still no peat."
Method and Madness28-year-old,https://www.whiskybase.com/whiskies/whisky/113309/method-and-madness-28-year-old,,,"Thick and syrupy, tropical fruits, dried apricots, salted caramel, loud oak.",,"Oily, green mango, dried apricot, grass honey, very sour.",,"Long, slightly tannic, dried mango and apricots, salted caramel.","위스키 이름: Method and Madness28-year-old

향(Nose): Thick and syrupy, tropical fruits, dried apricots, salted caramel, loud oak.

맛(Taste): Oily, green mango, dried apricot, grass honey, very sour.

피니쉬(Finish): Long, slightly tannic, dried mango and apricots, salted caramel."
Macallan1970 GM,https://www.whiskybase.com/whiskies/whisky/25544/macallan-1970-gm,Tobacco,,"Dream, just dream, initially hearty ""soup"", it loosens and opens up surprisingly beautiful and gets more lightness without losing anything, rum raisins, pomegranate, very old Demerara rum fused with old Armagnac (with slightly tropical notes), baked apple, fresher Christmas stollen from the bakery, black truffle, saffron, tangerine, even the Macallan malt easily emerges in between, marzipan, the best fine chocolate, camphor, oiled leather, sweet tobacco",,"Pomegranate, raisins, dates, apple syrup, tangerine, saffron, nutmeg, truffle butter, cream, marzipan, sweet tobacco, papaya, mango, milk chocolate, chestnut, sweet liquorice and beautiful malt, grapefruit, figs, chest wrapped in leather",,"A touch of eucalyptus comes in nicely, a lot more oak, maybe a touch too much for me. My colleague loves it and thinks it's just right, chestnut, liquorice, malt, apple peel, long","위스키 이름: Macallan1970 GM
태그: Tobacco

향(Nose): Dream, just dream, initially hearty ""soup"", it loosens and opens up surprisingly beautiful and gets more lightness without losing anything, rum raisins, pomegranate, very old Demerara rum fused with old Armagnac (with slightly tropical notes), baked apple, fresher Christmas stollen from the bakery, black truffle, saffron, tangerine, even the Macallan malt easily emerges in between, marzipan, the best fine chocolate, camphor, oiled leather, sweet tobacco

맛(Taste): Pomegranate, raisins, dates, apple syrup, tangerine, saffron, nutmeg, truffle butter, cream, marzipan, sweet tobacco, papaya, mango, milk chocolate, chestnut, sweet liquorice and beautiful malt, grapefruit, figs, chest wrapped in leather

피니쉬(Finish): A touch of eucalyptus comes in nicely, a lot more oak, maybe a touch too much for me. My colleague loves it and thinks it's just right, chestnut, liquorice, malt, apple peel, long"
Caol Ila1968 GM,https://www.whiskybase.com/whiskies/whisky/122594/caol-ila-1968-gm,Fresh Fruit,,"A lovely gentle peat layer. And also very fruity! Red apples, a sweet pink grapefruit. Raisins and some vanilla sweetness. Somewhat smoky. Menthol. And a herbal note. Beautiful nose! Full of flavours. It varies very much between the fruit and the peat. What makes it quite interesting.",,"Very nice! This is quite thick. And what a lovely taste. The peat is here but in an elegant way. A briny note. Then red berries, apples and oranges. A faint hint of grapefruit. And there’s smoke in the background. Somewhat woody, but just a little bit. Some honey and menthol.",,A nice long finish with peat and menthol. A pinch of salt.,"위스키 이름: Caol Ila1968 GM
태그: Fresh Fruit

향(Nose): A lovely gentle peat layer. And also very fruity! Red apples, a sweet pink grapefruit. Raisins and some vanilla sweetness. Somewhat smoky. Menthol. And a herbal note. Beautiful nose! Full of flavours. It varies very much between the fruit and the peat. What makes it quite interesting.

맛(Taste): Very nice! This is quite thick. And what a lovely taste. The peat is here but in an elegant way. A briny note. Then red berries, apples and oranges. A faint hint of grapefruit. And there’s smoke in the background. Somewhat woody, but just a little bit. Some honey and menthol.

피니쉬(Finish): A nice long finish with peat and menthol. A pinch of salt."
